lEntity,Rela,rEntity,type,le,re,rela,cls
thoracic spine,have,osteophytes,Pulmonary_atelectasis,164,303,1,11
thoracic spine,have,spondylosis,Pulmonary_atelectasis,164,348,1,11
ribs,have,fractures,Pulmonary_atelectasis,251,156,1,11
mediastinum,be,normal,Pulmonary_atelectasis,469,134,0,11
mediastinum,be,widened,Pulmonary_atelectasis,469,359,0,11
pulmonary vasculature,be,normal,Pulmonary_atelectasis,80,134,0,11
pulmonary vasculature,be,engorged,Pulmonary_atelectasis,80,372,0,11
diaphragm,be,elevated,Pulmonary_atelectasis,471,118,0,11
diaphragm,be,flattened,Pulmonary_atelectasis,471,232,0,11
hiatal hernia,be,present,Pulmonary_atelectasis,433,226,0,11
sternotomy wires,be,present,Pulmonary_atelectasis,684,226,0,11
pacemaker,be,present,Pulmonary_atelectasis,680,226,0,11
ICD leads,be,present,Pulmonary_atelectasis,234,226,0,11
airspace consolidation,be,absent,Pulmonary_atelectasis,2,10,0,11
airspace consolidation,be,present,Pulmonary_atelectasis,2,226,0,11
atelectasis,be,present,Pulmonary_atelectasis,54,226,0,11
interstitial markings,be,present,Pulmonary_atelectasis,526,226,0,11
nodules,be,present,Pulmonary_atelectasis,613,226,0,11
calcified lymph nodes,be,present,Pulmonary_atelectasis,29,226,0,11
scoliosis,be,present,Pulmonary_atelectasis,213,226,0,11
kyphosis,be,present,Pulmonary_atelectasis,417,226,0,11
osteopenia,be,present,Pulmonary_atelectasis,773,226,0,11
pleural thickening,be,present,Pulmonary_atelectasis,295,226,0,11
pulmonary hypertension,may be,present,Pulmonary_atelectasis,172,226,3,11
costophrenic angles,be,blunted,Pulmonary_atelectasis,476,713,0,11
lung volumes,be,low,Pulmonary_atelectasis,502,253,0,11
lung volumes,be,normal,Pulmonary_atelectasis,502,134,0,11
trachea,be,midline,Pulmonary_atelectasis,20,380,0,11
surgical clips,be,present,Pulmonary_atelectasis,793,226,0,11
vertebral bodies,have,wedge deformities,Pulmonary_atelectasis,663,194,1,11
clavicle,have,deformity,Pulmonary_atelectasis,360,16,1,11
azygos fissure,be,present,Pulmonary_atelectasis,635,226,0,11
pulmonary nodules,be,present,Pulmonary_atelectasis,235,226,0,11
pleural plaques,be,present,Pulmonary_atelectasis,578,226,0,11
bronchial wall thickening,be,present,Pulmonary_atelectasis,416,226,0,11
pulmonary fibrosis,may be,present,Pulmonary_atelectasis,188,226,3,11
lung scarring,be,present,Pulmonary_atelectasis,584,226,0,11
mediastinal lymphadenopathy,may be,present,Pulmonary_atelectasis,392,226,3,11
aortic aneurysm,may be,present,Pulmonary_atelectasis,424,226,3,11
tracheostomy tube,be,present,Pulmonary_atelectasis,611,226,0,11
mitral annular calcification,be,present,Pulmonary_atelectasis,327,226,0,11
apical scarring,be,present,Pulmonary_atelectasis,162,226,0,11
calcified granuloma,located in,lung,Pulmonary_atelectasis,382,758,4,11
calcified granuloma,located in,right upper lobe,Pulmonary_atelectasis,382,413,4,11
calcified granuloma,located in,left upper lobe,Pulmonary_atelectasis,382,254,4,11
calcified granuloma,located in,right lower lobe,Pulmonary_atelectasis,382,56,4,11
calcified granuloma,located in,left lower lobe,Pulmonary_atelectasis,382,425,4,11
calcified granuloma,located in,right midlung,Pulmonary_atelectasis,382,185,4,11
calcified granuloma,located in,left midlung,Pulmonary_atelectasis,382,591,4,11
calcified granuloma,located in,right hilar region,Pulmonary_atelectasis,382,168,4,11
calcified granuloma,located in,left hilar region,Pulmonary_atelectasis,382,314,4,11
calcified granuloma,located in,right apex,Pulmonary_atelectasis,382,167,4,11
calcified granuloma,located in,left apex,Pulmonary_atelectasis,382,779,4,11
calcified granuloma,located in,right base,Pulmonary_atelectasis,382,206,4,11
calcified granuloma,located in,left base,Pulmonary_atelectasis,382,474,4,11
calcified granuloma,located in,right middle lobe,Pulmonary_atelectasis,382,778,4,11
calcified granuloma,located in,lingula,Pulmonary_atelectasis,382,100,4,11
calcified granuloma,located in,right costophrenic angle,Pulmonary_atelectasis,382,328,4,11
calcified granuloma,located in,left costophrenic angle,Pulmonary_atelectasis,382,669,4,11
calcified granuloma,size,3 mm,Pulmonary_atelectasis,382,224,2,11
calcified granuloma,size,4 mm,Pulmonary_atelectasis,382,283,2,11
calcified granuloma,size,5 mm,Pulmonary_atelectasis,382,806,2,11
calcified granuloma,size,6 mm,Pulmonary_atelectasis,382,308,2,11
calcified granuloma,size,8 mm,Pulmonary_atelectasis,382,490,2,11
calcified granuloma,size,1.7 cm,Pulmonary_atelectasis,382,699,2,11
calcified granuloma,size,2 cm,Pulmonary_atelectasis,382,38,2,11
calcified granuloma,appearance,stable,Pulmonary_atelectasis,382,461,5,11
calcified granuloma,appearance,unchanged,Pulmonary_atelectasis,382,286,5,11
heart,size,normal,Pulmonary_atelectasis,351,134,2,11
heart,size,enlarged,Pulmonary_atelectasis,351,140,2,11
heart,size,mildly enlarged,Pulmonary_atelectasis,351,407,2,11
heart,size,upper limits of normal,Pulmonary_atelectasis,351,431,2,11
lungs,condition,clear,Pulmonary_atelectasis,448,658,6,11
lungs,condition,hyperexpanded,Pulmonary_atelectasis,448,765,6,11
lungs,condition,emphysematous,Pulmonary_atelectasis,448,284,6,11
lungs,condition,well-expanded,Pulmonary_atelectasis,448,807,6,11
lungs,condition,low volume,Pulmonary_atelectasis,448,411,6,11
pleural effusion,status,absent,Pulmonary_atelectasis,354,10,7,11
pleural effusion,status,present,Pulmonary_atelectasis,354,226,7,11
pleural effusion,appearance,left,Pulmonary_atelectasis,354,244,5,11
pleural effusion,appearance,right,Pulmonary_atelectasis,354,683,5,11
pleural effusion,appearance,bilateral,Pulmonary_atelectasis,354,594,5,11
pleural effusion,size,small,Pulmonary_atelectasis,354,724,2,11
pneumothorax,status,absent,Pulmonary_atelectasis,160,10,7,11
pneumothorax,status,present,Pulmonary_atelectasis,160,226,7,11
thoracic spine,condition,degenerative changes,Pulmonary_atelectasis,164,66,6,11
thoracic spine,condition,osteophytes,Pulmonary_atelectasis,164,303,6,11
thoracic spine,condition,scoliosis,Pulmonary_atelectasis,164,213,6,11
aorta,condition,calcified,Pulmonary_atelectasis,336,494,6,11
aorta,condition,tortuous,Pulmonary_atelectasis,336,432,6,11
aorta,condition,ectatic,Pulmonary_atelectasis,336,22,6,11
mediastinal contour,appearance,normal,Pulmonary_atelectasis,748,134,5,11
mediastinal contour,appearance,widened,Pulmonary_atelectasis,748,359,5,11
pulmonary vasculature,appearance,normal,Pulmonary_atelectasis,80,134,5,11
pulmonary vasculature,appearance,prominent,Pulmonary_atelectasis,80,637,5,11
COPD,associate,lung changes,Pulmonary_atelectasis,706,202,8,11
COPD,associate,hyperinflation,Pulmonary_atelectasis,706,694,8,11
hiatal hernia,status,present,Pulmonary_atelectasis,433,226,7,11
hiatal hernia,size,small,Pulmonary_atelectasis,433,724,2,11
rib fractures,status,present,Pulmonary_atelectasis,84,226,7,11
rib fractures,appearance,left,Pulmonary_atelectasis,84,244,5,11
rib fractures,appearance,right,Pulmonary_atelectasis,84,683,5,11
sternotomy wires,status,present,Pulmonary_atelectasis,684,226,7,11
pacemaker,status,present,Pulmonary_atelectasis,680,226,7,11
pacemaker,appearance,left chest,Pulmonary_atelectasis,680,397,5,11
ICD leads,status,present,Pulmonary_atelectasis,234,226,7,11
lung nodules,status,present,Pulmonary_atelectasis,697,226,7,11
lung nodules,size,small,Pulmonary_atelectasis,697,724,2,11
lung nodules,appearance,noncalcified,Pulmonary_atelectasis,697,640,5,11
atelectasis,appearance,bibasilar,Pulmonary_atelectasis,54,361,5,11
atelectasis,appearance,left base,Pulmonary_atelectasis,54,474,5,11
atelectasis,appearance,right base,Pulmonary_atelectasis,54,206,5,11
osteopenia,appearance,spine,Pulmonary_atelectasis,773,338,5,11
osteopenia,appearance,ribs,Pulmonary_atelectasis,773,251,5,11
scoliosis,appearance,thoracic spine,Pulmonary_atelectasis,213,164,5,11
scoliosis,severity,mild,Pulmonary_atelectasis,213,280,9,11
calcified lymph nodes,appearance,hilar,Pulmonary_atelectasis,29,219,5,11
calcified lymph nodes,appearance,mediastinal,Pulmonary_atelectasis,29,63,5,11
pulmonary fibrosis,status,present,Pulmonary_atelectasis,188,226,7,11
pulmonary fibrosis,appearance,bilateral,Pulmonary_atelectasis,188,594,5,11
pleural thickening,appearance,apical,Pulmonary_atelectasis,295,137,5,11
pleural thickening,appearance,right,Pulmonary_atelectasis,295,683,5,11
pleural thickening,appearance,left,Pulmonary_atelectasis,295,244,5,11
cardiomegaly,status,present,Pulmonary_atelectasis,590,226,7,11
atherosclerosis,appearance,aorta,Pulmonary_atelectasis,4,336,5,11
atherosclerosis,severity,moderate,Pulmonary_atelectasis,4,612,9,11
emphysema,associate,lung changes,Pulmonary_atelectasis,371,202,8,11
emphysema,appearance,upper lobes,Pulmonary_atelectasis,371,656,5,11
bronchial wall thickening,status,present,Pulmonary_atelectasis,416,226,7,11
bronchial wall thickening,appearance,diffuse,Pulmonary_atelectasis,416,568,5,11
interstitial markings,appearance,bilateral,Pulmonary_atelectasis,526,594,5,11
interstitial markings,appearance,increased,Pulmonary_atelectasis,526,347,5,11
kyphosis,appearance,thoracic spine,Pulmonary_atelectasis,417,164,5,11
kyphosis,severity,mild,Pulmonary_atelectasis,417,280,9,11
pectus excavatum,status,present,Pulmonary_atelectasis,132,226,7,11
pectus carinatum,status,present,Pulmonary_atelectasis,795,226,7,11
diaphragm,appearance,elevated,Pulmonary_atelectasis,471,118,5,11
diaphragm,appearance,normal,Pulmonary_atelectasis,471,134,5,11
trachea,appearance,midline,Pulmonary_atelectasis,20,380,5,11
trachea,appearance,deviated,Pulmonary_atelectasis,20,707,5,11
costophrenic angles,appearance,sharp,Pulmonary_atelectasis,476,190,5,11
costophrenic angles,appearance,blunted,Pulmonary_atelectasis,476,713,5,11
bony structures,appearance,intact,Pulmonary_atelectasis,632,813,5,11
bony structures,appearance,degenerative changes,Pulmonary_atelectasis,632,66,5,11
soft tissues,appearance,normal,Pulmonary_atelectasis,744,134,5,11
soft tissues,appearance,swelling,Pulmonary_atelectasis,744,725,5,11
calcified granuloma,associate,previous infection,Pulmonary_atelectasis,382,310,8,11
calcified granuloma,associate,tuberculosis,Pulmonary_atelectasis,382,401,8,11
calcified granuloma,associate,histoplasmosis,Pulmonary_atelectasis,382,482,8,11
calcified granuloma,clinical significance,benign,Pulmonary_atelectasis,382,442,10,11
calcified granuloma,clinical significance,requires monitoring,Pulmonary_atelectasis,382,745,10,11
calcified granuloma,differential diagnosbe,includes malignancy,Pulmonary_atelectasis,382,119,11,11
calcified granuloma,differential diagnosbe,includes sarcoidosis,Pulmonary_atelectasis,382,520,11,11
calcified granuloma,differential diagnosbe,includes fungal infection,Pulmonary_atelectasis,382,399,11,11
pulmonary arteries,appearance,normal,Pulmonary_atelectasis,487,134,5,11
pulmonary arteries,appearance,enlarged,Pulmonary_atelectasis,487,140,5,11
bronchi,appearance,normal,Pulmonary_atelectasis,749,134,5,11
bronchi,appearance,thickened walls,Pulmonary_atelectasis,749,214,5,11
lung volumes,status,normal,Pulmonary_atelectasis,502,134,7,11
lung volumes,status,decreased,Pulmonary_atelectasis,502,624,7,11
lung volumes,status,increased,Pulmonary_atelectasis,502,347,7,11
pleural plaques,status,present,Pulmonary_atelectasis,578,226,7,11
pleural plaques,appearance,bilateral,Pulmonary_atelectasis,578,594,5,11
pleural plaques,associate,asbestos exposure,Pulmonary_atelectasis,578,546,8,11
air bronchograms,status,present,Pulmonary_atelectasis,180,226,7,11
air bronchograms,appearance,right lower lobe,Pulmonary_atelectasis,180,56,5,11
air bronchograms,associate,pneumonia,Pulmonary_atelectasis,180,48,8,11
cardiomediastinal silhouette,appearance,normal,Pulmonary_atelectasis,692,134,5,11
cardiomediastinal silhouette,appearance,enlarged,Pulmonary_atelectasis,692,140,5,11
calcified granuloma,associate,none,Pulmonary_atelectasis,382,249,8,11
calcified granuloma,associate,surrounding inflammation,Pulmonary_atelectasis,382,540,8,11
lungs,status,clear,Pulmonary_atelectasis,448,658,7,11
lungs,status,expanded,Pulmonary_atelectasis,448,780,7,11
infiltrates,presence,no,Pulmonary_atelectasis,720,587,12,11
atelectasis,appearance,lingula,Pulmonary_atelectasis,54,100,5,11
heart size,status,normal,Pulmonary_atelectasis,55,134,7,11
calcified granuloma,appearance,right hilar,Pulmonary_atelectasis,382,333,5,11
lungs,status,hyperinflated,Pulmonary_atelectasis,448,40,7,11
pulmonary vasculature,status,normal,Pulmonary_atelectasis,80,134,7,11
pleural effusion,presence,no,Pulmonary_atelectasis,354,587,12,11
pneumothorax,presence,no,Pulmonary_atelectasis,160,587,12,11
calcified granuloma,appearance,left midlung,Pulmonary_atelectasis,382,591,5,11
calcified lymph nodes,appearance,left hilar,Pulmonary_atelectasis,29,714,5,11
calcified lymph nodes,appearance,mediastinal,Pulmonary_atelectasis,29,63,5,11
aorta,status,tortuous,Pulmonary_atelectasis,336,432,7,11
aorta,status,calcified,Pulmonary_atelectasis,336,494,7,11
spine,condition,degenerative changes,Pulmonary_atelectasis,338,66,6,11
ribs,condition,no acute fractures,Pulmonary_atelectasis,251,486,6,11
calcified granuloma,appearance,left upper lobe,Pulmonary_atelectasis,382,254,5,11
calcified granuloma,appearance,left lower lobe,Pulmonary_atelectasis,382,425,5,11
calcified granuloma,size,small,Pulmonary_atelectasis,382,724,2,11
calcified granuloma,size,large,Pulmonary_atelectasis,382,447,2,11
calcified granuloma,number,multiple,Pulmonary_atelectasis,382,292,13,11
calcified granuloma,number,single,Pulmonary_atelectasis,382,223,13,11
calcified granuloma,stability,stable,Pulmonary_atelectasis,382,461,14,11
calcified granuloma,stability,unchanged,Pulmonary_atelectasis,382,286,14,11
calcified lymph nodes,size,small,Pulmonary_atelectasis,29,724,2,11
calcified lymph nodes,size,large,Pulmonary_atelectasis,29,447,2,11
calcified lymph nodes,number,multiple,Pulmonary_atelectasis,29,292,13,11
calcified lymph nodes,number,single,Pulmonary_atelectasis,29,223,13,11
calcified lymph nodes,stability,stable,Pulmonary_atelectasis,29,461,14,11
calcified lymph nodes,stability,unchanged,Pulmonary_atelectasis,29,286,14,11
heart,size,enlarged,Pulmonary_atelectasis,351,140,2,11
heart,size,normal,Pulmonary_atelectasis,351,134,2,11
lungs,condition,emphysema,Pulmonary_atelectasis,448,371,6,11
lungs,condition,COPD,Pulmonary_atelectasis,448,706,6,11
retrosternal space,status,increased,Pulmonary_atelectasis,358,347,7,11
pulmonary edema,presence,no,Pulmonary_atelectasis,337,587,12,11
pulmonary edema,presence,yes,Pulmonary_atelectasis,337,577,12,11
consolidation,presence,no,Pulmonary_atelectasis,804,587,12,11
consolidation,presence,yes,Pulmonary_atelectasis,804,577,12,11
atelectasis,appearance,bibasilar,Pulmonary_atelectasis,54,361,5,11
pleural thickening,appearance,left lateral,Pulmonary_atelectasis,295,576,5,11
pleural thickening,appearance,right lateral,Pulmonary_atelectasis,295,531,5,11
sternotomy wires,presence,yes,Pulmonary_atelectasis,684,577,12,11
aortic valve,status,prosthetic,Pulmonary_atelectasis,252,750,7,11
CABG,represent,clips,Pulmonary_atelectasis,726,604,15,11
CABG,represent,markers,Pulmonary_atelectasis,726,660,15,11
coronary artery,represent,stents,Pulmonary_atelectasis,458,207,15,11
lung volumes,status,low,Pulmonary_atelectasis,502,253,7,11
scoliosis,appearance,thoracolumbar,Pulmonary_atelectasis,213,304,5,11
osteophytes,appearance,thoracic spine,Pulmonary_atelectasis,303,164,5,11
fracture,appearance,right humeral,Pulmonary_atelectasis,341,585,5,11
fracture,status,fixation,Pulmonary_atelectasis,341,217,7,11
bone density,status,osteopenia,Pulmonary_atelectasis,588,773,7,11
clavicle,condition,old fracture,Pulmonary_atelectasis,360,248,6,11
pulmonary arteries,status,prominent,Pulmonary_atelectasis,487,637,7,11
costophrenic angles,status,blunted,Pulmonary_atelectasis,476,713,7,11
airspace disease,appearance,right basilar,Pulmonary_atelectasis,352,121,5,11
pleural plaques,presence,yes,Pulmonary_atelectasis,578,577,12,11
pleural plaques,associate,asbestos exposure,Pulmonary_atelectasis,578,546,8,11
calcified granuloma,differential diagnosbe,tuberculosis,Pulmonary_atelectasis,382,401,11,11
calcified granuloma,differential diagnosbe,histoplasmosis,Pulmonary_atelectasis,382,482,11,11
calcified granuloma,clinical significance,benign,Pulmonary_atelectasis,382,442,10,11
calcified granuloma,clinical significance,requires monitoring,Pulmonary_atelectasis,382,745,10,11
hiatus hernia,size,moderate,Pulmonary_atelectasis,227,612,2,11
nodule,appearance,left lower lobe,Pulmonary_atelectasis,276,425,5,11
nodule,size,22 x 14 mm,Pulmonary_atelectasis,276,736,2,11
nodule,appearance,calcified,Pulmonary_atelectasis,276,494,5,11
interstitial markings,status,increased,Pulmonary_atelectasis,526,347,7,11
aorta,condition,aneurysm,Pulmonary_atelectasis,336,438,6,11
aorta,appearance,descending thoracic,Pulmonary_atelectasis,336,740,5,11
lymph nodes,calcification,right paratracheal,Pulmonary_atelectasis,512,717,16,11
lymph nodes,calcification,right hilar,Pulmonary_atelectasis,512,333,16,11
lymph nodes,calcification,left hilar,Pulmonary_atelectasis,512,714,16,11
lymph nodes,calcification,subcarinal,Pulmonary_atelectasis,512,109,16,11
lymph nodes,calcification,mediastinal,Pulmonary_atelectasis,512,63,16,11
granuloma,appearance,right upper lobe,Pulmonary_atelectasis,507,413,5,11
granuloma,appearance,right lower lobe,Pulmonary_atelectasis,507,56,5,11
granuloma,appearance,left upper lobe,Pulmonary_atelectasis,507,254,5,11
granuloma,appearance,left lower lobe,Pulmonary_atelectasis,507,425,5,11
granuloma,size,small,Pulmonary_atelectasis,507,724,2,11
granuloma,size,large,Pulmonary_atelectasis,507,447,2,11
granuloma,number,multiple,Pulmonary_atelectasis,507,292,13,11
granuloma,number,single,Pulmonary_atelectasis,507,223,13,11
granuloma,stability,stable,Pulmonary_atelectasis,507,461,14,11
granuloma,stability,unchanged,Pulmonary_atelectasis,507,286,14,11
pleural effusion,size,small,Pulmonary_atelectasis,354,724,2,11
pleural effusion,size,moderate,Pulmonary_atelectasis,354,612,2,11
azygos fissure,presence,yes,Pulmonary_atelectasis,635,577,12,11
azygos fissure,clinical significance,normal variant,Pulmonary_atelectasis,635,123,10,11
cardiac defibrillator,appearance,right ventricle,Pulmonary_atelectasis,259,737,5,11
splenic granulomas,presence,multiple,Pulmonary_atelectasis,98,292,12,11
splenic granulomas,appearance,calcified,Pulmonary_atelectasis,98,494,5,11
vertebral body,condition,compression fracture,Pulmonary_atelectasis,628,729,6,11
vertebral body,appearance,thoracic,Pulmonary_atelectasis,628,197,5,11
pacemaker,presence,yes,Pulmonary_atelectasis,680,577,12,11
pacemaker,appearance,right chest wall,Pulmonary_atelectasis,680,543,5,11
bronchial wall thickening,presence,yes,Pulmonary_atelectasis,416,577,12,11
bronchial wall thickening,associate,chronic bronchitis,Pulmonary_atelectasis,416,743,8,11
pulmonary hypertension,represent,enlarged pulmonary arteries,Pulmonary_atelectasis,172,289,15,11
pulmonary hypertension,represent,right ventricular enlargement,Pulmonary_atelectasis,172,651,15,11
calcified granuloma,differential diagnosbe,old empyema,Pulmonary_atelectasis,382,466,11,11
calcified granuloma,differential diagnosbe,old hematoma,Pulmonary_atelectasis,382,449,11,11
calcified granuloma,differential diagnosbe,prior tuberculosis,Pulmonary_atelectasis,382,529,11,11
calcified granuloma,appearance,left paraesophageal,Pulmonary_atelectasis,382,671,5,11
calcified granuloma,appearance,intrapulmonary,Pulmonary_atelectasis,382,727,5,11
thoracic aorta,condition,ectasia,Pulmonary_atelectasis,256,334,6,11
thoracic aorta,condition,tortuosity,Pulmonary_atelectasis,256,282,6,11
mitral valve,condition,annular calcification,Pulmonary_atelectasis,676,199,6,11
epicardial fat pads,status,prominent,Pulmonary_atelectasis,321,637,7,11
thoracic spine,condition,DISH,Pulmonary_atelectasis,164,545,6,11
hemidiaphragm,condition,tenting,Pulmonary_atelectasis,241,105,6,11
hemidiaphragm,appearance,right lateral,Pulmonary_atelectasis,241,531,5,11
pleural thickening,appearance,left apical,Pulmonary_atelectasis,295,152,5,11
T12-L1 vertebrae,condition,possible old injury,Pulmonary_atelectasis,184,331,6,11
T12-L1 vertebrae,condition,possible developmental anomaly,Pulmonary_atelectasis,184,575,6,11
granulomatous disease,represent,calcified lymph nodes,Pulmonary_atelectasis,470,29,15,11
granulomatous disease,represent,calcified lung nodules,Pulmonary_atelectasis,470,715,15,11
granulomatous disease,cause,histoplasmosis,Pulmonary_atelectasis,470,482,17,11
granulomatous disease,cause,tuberculosis,Pulmonary_atelectasis,470,401,17,11
granulomatous disease,cause,sarcoidosis,Pulmonary_atelectasis,470,475,17,11
pulmonary sarcoidosis,represent,indistinct pulmonary interstitium,Pulmonary_atelectasis,537,129,15,11
pulmonary sarcoidosis,represent,parenchymal nodules,Pulmonary_atelectasis,537,221,15,11
pulmonary edema,represent,bronchovascular crowding,Pulmonary_atelectasis,337,225,15,11
pulmonary edema,represent,cephalization of vessels,Pulmonary_atelectasis,337,189,15,11
asbestos exposure,represent,pleural plaques,Pulmonary_atelectasis,546,578,15,11
chronic lung disease,represent,hyperinflation,Pulmonary_atelectasis,705,694,15,11
chronic lung disease,represent,coarsened interstitial markings,Pulmonary_atelectasis,705,511,15,11
chronic lung disease,type,COPD,Pulmonary_atelectasis,705,706,18,11
chronic lung disease,type,emphysema,Pulmonary_atelectasis,705,371,18,11
cardiomegaly,severity,mild,Pulmonary_atelectasis,590,280,9,11
cardiomegaly,stability,stable,Pulmonary_atelectasis,590,461,14,11
vascular congestion,appearance,central,Pulmonary_atelectasis,762,305,5,11
lung volumes,status,low,Pulmonary_atelectasis,502,253,7,11
left hemidiaphragm,status,elevated,Pulmonary_atelectasis,64,118,7,11
atelectasis,appearance,basilar,Pulmonary_atelectasis,54,316,5,11
atelectasis,type,subsegmental,Pulmonary_atelectasis,54,87,18,11
heart,size,enlarged,Pulmonary_atelectasis,351,140,2,11
mediastinal contours,status,stable,Pulmonary_atelectasis,453,461,7,11
pulmonary vascularity,status,normal,Pulmonary_atelectasis,716,134,7,11
pleural effusion,presence,no,Pulmonary_atelectasis,354,587,12,11
pneumothorax,presence,no,Pulmonary_atelectasis,160,587,12,11
consolidation,presence,no,Pulmonary_atelectasis,804,587,12,11
aorta,condition,tortuous,Pulmonary_atelectasis,336,432,6,11
aorta,condition,calcified,Pulmonary_atelectasis,336,494,6,11
spine,condition,degenerative changes,Pulmonary_atelectasis,338,66,6,11
interstitial markings,status,increased,Pulmonary_atelectasis,526,347,7,11
pulmonary edema,presence,possible,Pulmonary_atelectasis,337,130,12,11
hiatal hernia,presence,yes,Pulmonary_atelectasis,433,577,12,11
hiatal hernia,size,moderate,Pulmonary_atelectasis,433,612,2,11
sternotomy,presence,yes,Pulmonary_atelectasis,181,577,12,11
sternotomy wires,status,intact,Pulmonary_atelectasis,684,813,7,11
pacemaker,presence,yes,Pulmonary_atelectasis,680,577,12,11
pacemaker,appearance,left chest wall,Pulmonary_atelectasis,680,193,5,11
ICD,presence,yes,Pulmonary_atelectasis,459,577,12,11
ICD,appearance,left chest,Pulmonary_atelectasis,459,397,5,11
lung granuloma,presence,yes,Pulmonary_atelectasis,488,577,12,11
lung granuloma,appearance,right base,Pulmonary_atelectasis,488,206,5,11
lung granuloma,type,calcified,Pulmonary_atelectasis,488,494,18,11
pleural thickening,presence,yes,Pulmonary_atelectasis,295,577,12,11
pleural thickening,appearance,left apical,Pulmonary_atelectasis,295,152,5,11
hemidiaphragm,condition,elevated,Pulmonary_atelectasis,241,118,6,11
hemidiaphragm,appearance,right,Pulmonary_atelectasis,241,683,5,11
COPD,represent,hyperinflated lungs,Pulmonary_atelectasis,706,356,15,11
pulmonary hypertension,represent,enlarged pulmonary arteries,Pulmonary_atelectasis,172,289,15,11
pulmonary hypertension,represent,right ventricular enlargement,Pulmonary_atelectasis,172,651,15,11
atrial enlargement,appearance,right,Pulmonary_atelectasis,88,683,5,11
atrial enlargement,appearance,left,Pulmonary_atelectasis,88,244,5,11
ventricular enlargement,appearance,right,Pulmonary_atelectasis,489,683,5,11
thoracic aorta,condition,ectasia,Pulmonary_atelectasis,256,334,6,11
thoracic aorta,condition,atherosclerosis,Pulmonary_atelectasis,256,4,6,11
mitral valve,condition,annular calcification,Pulmonary_atelectasis,676,199,6,11
aortic valve,status,prosthetic,Pulmonary_atelectasis,252,750,7,11
coronary artery,presence,stents,Pulmonary_atelectasis,458,207,12,11
lung volumes,status,hyperexpanded,Pulmonary_atelectasis,502,765,7,11
interstitial lung disease,presence,possible,Pulmonary_atelectasis,61,130,12,11
pulmonary fibrosis,presence,possible,Pulmonary_atelectasis,188,130,12,11
azygos fissure,presence,yes,Pulmonary_atelectasis,635,577,12,11
azygos fissure,clinical significance,normal variant,Pulmonary_atelectasis,635,123,10,11
lung nodule,presence,yes,Pulmonary_atelectasis,13,577,12,11
lung nodule,appearance,left upper lobe,Pulmonary_atelectasis,13,254,5,11
lung nodule,size,2.2 x 1.6 cm,Pulmonary_atelectasis,13,155,2,11
pleural effusion,appearance,bilateral,Pulmonary_atelectasis,354,594,5,11
pleural effusion,size,small,Pulmonary_atelectasis,354,724,2,11
pulmonary edema,type,interstitial,Pulmonary_atelectasis,337,215,18,11
pulmonary edema,severity,mild,Pulmonary_atelectasis,337,280,9,11
atelectasis,appearance,bibasilar,Pulmonary_atelectasis,54,361,5,11
atelectasis,appearance,left lower lobe,Pulmonary_atelectasis,54,425,5,11
atelectasis,appearance,right middle lobe,Pulmonary_atelectasis,54,778,5,11
pulmonary vascular congestion,presence,yes,Pulmonary_atelectasis,597,577,12,11
pulmonary vascular congestion,severity,mild,Pulmonary_atelectasis,597,280,9,11
airspace disease,appearance,bilateral,Pulmonary_atelectasis,352,594,5,11
airspace disease,appearance,bibasilar,Pulmonary_atelectasis,352,361,5,11
airspace disease,type,patchy,Pulmonary_atelectasis,352,312,18,11
thoracic spine,condition,kyphosis,Pulmonary_atelectasis,164,417,6,11
thoracic spine,condition,scoliosis,Pulmonary_atelectasis,164,213,6,11
thoracic spine,condition,degenerative changes,Pulmonary_atelectasis,164,66,6,11
rib fracture,presence,old,Pulmonary_atelectasis,685,243,12,11
rib fracture,appearance,right,Pulmonary_atelectasis,685,683,5,11
shoulder,condition,degenerative changes,Pulmonary_atelectasis,287,66,6,11
shoulder,appearance,bilateral,Pulmonary_atelectasis,287,594,5,11
clavicle,condition,resection,Pulmonary_atelectasis,360,384,6,11
clavicle,appearance,left distal,Pulmonary_atelectasis,360,47,5,11
hilar lymph node,condition,calcified,Pulmonary_atelectasis,571,494,6,11
hilar lymph node,appearance,right,Pulmonary_atelectasis,571,683,5,11
mediastinal lymph node,condition,calcified,Pulmonary_atelectasis,381,494,6,11
pericardial effusion,presence,possible,Pulmonary_atelectasis,722,130,12,11
pericardial fat pad,status,prominent,Pulmonary_atelectasis,158,637,7,11
epicardial fat pad,status,prominent,Pulmonary_atelectasis,79,637,7,11
diaphragm,condition,eventration,Pulmonary_atelectasis,471,343,6,11
diaphragm,appearance,right,Pulmonary_atelectasis,471,683,5,11
tracheostomy tube,presence,yes,Pulmonary_atelectasis,611,577,12,11
tracheostomy tube,appearance,above carina,Pulmonary_atelectasis,611,339,5,11
central venous catheter,presence,yes,Pulmonary_atelectasis,299,577,12,11
central venous catheter,appearance,right internal jugular,Pulmonary_atelectasis,299,68,5,11
PICC line,presence,yes,Pulmonary_atelectasis,751,577,12,11
PICC line,appearance,right upper extremity,Pulmonary_atelectasis,751,44,5,11
dialysis catheter,presence,yes,Pulmonary_atelectasis,150,577,12,11
dialysis catheter,type,dual-lumen,Pulmonary_atelectasis,150,414,18,11
aortic aneurysm,appearance,ascending,Pulmonary_atelectasis,424,747,5,11
